Type,Country,Area,Activity,Sex,Fatal (Y/N),Time,Investigator or Source,Year,Month
Unprovoked,FIJI,Lau Group,Fishing related,M,N,,"Fiji Times, 6/26/1963 ",1964.0,Jun
Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,,Afternoon,D. Davies,1964.0,Jun
Unprovoked,PANAMA,Caribbean Coast,Beach activities,M,N,,"H.D. Baldridge, SAF Case #1496",1964.0,May
Unprovoked,FIJI,Vita Levu,Fishing related,M,Y,Morning,"H.D. Baldridge, p.196; Clark, p.87",1964.0,May
Unprovoked,PANAMA,San Blas Islands,Diving activities,M,Y,,H. Loftin,1964.0,
Unprovoked,PAPUA NEW GUINEA,Madang Province,Fishing related,M,Y,,"Daily News (Perth), 4/8/1964",1964.0,Apr
Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,N,,"Advertiser (Adelaide) and Telegraph (Sydney), 3/30/1964 ",1964.0,Mar
Sea Disaster,PAPUA NEW GUINEA,Central Province,"Other random, unclassifiable or silly activities",M,Y,Nightime,"Daily Mirror (Sydney), 3/311964; SAF Case 1333",1964.0,Mar
Unprovoked,USA,Florida,Diving activities,M,N,Afternoon,"Sun Sentinel, 3/6/1964 ",1964.0,Mar
Unprovoked,FIJI,Vanua Levu,Fishing related,M,Y,Morning,Fiji Times; L. Schultz,1964.0,Feb
Unprovoked,NEW ZEALAND,North Island,Diving activities,M,N,Afternoon,"R.D.Weeks, GSAF; Otago Daily Times, 2/13/1964, p.5",1964.0,Feb
Unprovoked,NEW ZEALAND,North Island,Fishing related,M,N,Evening,"R.D. Weeks, GSAF; Otago Daily Times, 2/11/1964, p1; Wellington Evening Post, 2/17/1960",1964.0,Feb
Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,N,Morning,"D. Davies; M. Levine, GSAF",1964.0,Feb
Unprovoked,NEW ZEALAND,North Island,"Other random, unclassifiable or silly activities",M,N,,"R.D. Weeks, GSAF",1964.0,Feb
Unprovoked,NEW ZEALAND,South Island,Swimming related,M,Y,Morning,"R.D. Weeks, GSAF; Otago Daily Times, 2/6/1964 & 2/7/1964",1964.0,Feb
Invalid,AUSTRALIA,Queensland,Swimming related,M,,Morning,H.D.Baldridge (1994) SAF Case #1336,1964.0,Feb
Boat,NEW ZEALAND,South Island,"Other random, unclassifiable or silly activities",,N,Afternoon,"New Zealand Herald, 2/2/1964;  SAF Case #1335",1964.0,Feb
Unprovoked,USA,Florida,"Other random, unclassifiable or silly activities",M,N,,"H.D.Baldridge, SAF Case #1487",1964.0,Feb
Unprovoked,COSTA RICA,Puntarenas Province,Swimming related,M,Y,,"E. Vargas, M.D.",1964.0,Feb
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,N,Afternoon,"D. Davies, Daily Dispatch (East London), 1/24/1964 M. Levine, GSAF",1964.0,Jan
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Beach activities,M,N,Morning,"D. Davies; Daily Dispatch (East London), 1/23/1964, M. Levine, GSAF",1964.0,Jan
Boat,SOUTH AFRICA,Western Cape Province,Consequence of handeling sharks,,N,Morning,GSAF,1964.0,Jan
Unprovoked,AUSTRALIA,Western Australia,Diving activities,M,N,,"G.P. Whitley, citing Sydney Morning Herald, 1/21/1964",1964.0,Jan
Unprovoked,USA,California,Board involved activity,M,N,Afternoon,"R. Collier, p.261-264; D. Miller & R. Collier; R. Collier, pp.26-40",1964.0,Jan
Unprovoked,PAPUA NEW GUINEA,New Britain,Fishing related,M,Y,,"Oldham Evening Chronicle, 1/6/1964",1964.0,Jan
Unprovoked,FIJI,"Lomaloma, Lau",Swimming related,F,N,Afternoon,SAF Case #1250,1964.0,Jan
Unprovoked,SOUTH AFRICA,Western Cape Province,Diving activities,M,N,Evening,"The Argus, 1/3/1964",1964.0,Jan
Invalid,NEW ZEALAND,North Island,"Other random, unclassifiable or silly activities",M,,Morning,"H.D.Baldridge (1994) ISAF Case #1484, Note: Unable to verify in local records.",1964.0,Jan
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Beach activities,F,N,Afternoon,"B. Strauss, D. Davies, 121-122; Daily Dispatch, 4/24/1964; M.  Levine, GSAF",1963.0,Dec
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,N,Afternoon,"D.  Davies, pp.120-121; M. Levine, GSAF",1963.0,Dec
Unprovoked,AUSTRALIA,Queensland,"Other random, unclassifiable or silly activities",M,N,Morning,"Maryborough Chronicle  (Qld), 12/28/1963",1963.0,Dec
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,Y,Afternoon,"G.V. Wienand, M. Levine, GSAF",1963.0,Dec
Provoked,SOUTH AFRICA,KwaZulu-Natal,Consequence of handeling sharks,M,N,Evening,"M. Levine, GSAF",1963.0,Dec
Provoked,AUSTRALIA,New South Wales,Fishing related,M,N,,"Daily Examiner (Grafton, NSW), 12/23/1963; J. Green, p.30",1963.0,Dec
Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,N,Afternoon,"D. Davies; M. Levine, GSAF",1963.0,Dec
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,Y,Afternoon,"G.D. Campbell; D. Davies, pp.119-120",1963.0,Dec
Unprovoked,AUSTRALIA,South Australia,Fishing related,M,N,Afternoon,"H. Edwards, pp.65-66: H.D. Baldridge, pp.18-19; J. West;",1963.0,Dec
Unprovoked,NEW BRITAIN,"South Coast, East New Britain",Fishing related,M,Y,,"Times Courier (Lae, PNG), 12/4/1963; Oldham Evening Chronicle 1/6/1964",1963.0,Dec
Unprovoked,NEW ZEALAND,South Island,"Other random, unclassifiable or silly activities",M,N,Afternoon,"C. Dudley, R.D. Weeks, GSAF; H.D. Baldridge, SAF Case #1467; Otago Daily Times, 12/2/1963, p.7",1963.0,Nov
Provoked,PAPUA NEW GUINEA,Gulf Province,Fishing related,F,N,Afternoon,"M. Malin; The Sun (Melbourne), 12/2/1963",1963.0,Nov
Unprovoked,FIJI, Lau Province,Fishing related,F,N,Morning,Capt. S. B. Brown,1963.0,Nov
Unprovoked,FIJI,Vita Levu,Fishing related,M,N,Afternoon,GSAF,1963.0,Nov
Unprovoked,ITALY,Sicily,Fishing related,M,N,,"C. Moore, GSAF",1963.0,Nov
Provoked,AUSTRALIA,Queensland,Consequence of handeling sharks,M,N,,"Miner (WA) & Warwick Daily News (Qld), 11/15/1963 ",1963.0,Nov
Provoked,USA,Florida,Consequence of handeling sharks,M,N,Morning,D.R. Nelson,1963.0,Nov
Unprovoked,PAPUA NEW GUINEA,New Britain,Beach activities,M,N,,H.D. Baldridge (1994) SAF Case #1478,1963.0,Nov
Unprovoked,PALAU,Western Caroline Islands,Fishing related,M,N,Nightime,"R. Yalap, M.D.; H.D. Baldridge, p..104 ",1963.0,Nov
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"H.D. Baldridge, p.109",1963.0,Oct
Unprovoked,CHILE,,Fishing related,M,Y,Morning,J. McCosker & A.C. Engana,1963.0,Sep
Unprovoked,SOLOMON ISLANDS,Ysabel Island,Fishing related,M,Y,Afternoon,"M.L. Aylett, Fisheries Officer; H.D. Baldridge, p.148  ",1963.0,Sep
Provoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"P. Barron; Goulburn Evening Post; J. Green, p.35",1963.0,Sep
Provoked,USA,Florida,Fishing related,M,N,Afternoon,"H.D. Baldridge, p.166; SAF Case #1284",1963.0,Sep
Unprovoked,DOMINICAN REPUBLIC,Santo Domingo,Swimming related,M,Y,,"A. Gigante, Jr; H.D. Baldridge; M. McDiarmid, p.72",1963.0,Aug
Unprovoked,FEDERATED STATES OF MICRONESIA,Eastern Caroline Islands,Fishing related,M,N,Morning,"K. Aniol, Medical Officer",1963.0,Jul
Unprovoked,USA,Florida,Beach activities,M,N,Afternoon,"Orlando Sentinel, 7/16/1963",1963.0,Jul
Provoked,USA,Mississippi,Fishing related,M,N,,"Gulfport Herald, 7/12/1963; SAF Case #1218",1963.0,Jul
Unprovoked,PANAMA,San Blas coast,"Other random, unclassifiable or silly activities",M,Y,,H. Loftin,1963.0,Jul
Unprovoked,GREECE,Thessaly,Swimming related,F,Y,Afternoon,A. De Maddalena,1963.0,Jun
Provoked,PAPUA NEW GUINEA,Central Province,Fishing related,M,N,Morning,"Pacific Post (Port Moresby), 6/4/1963",1963.0,Jun
Provoked,AUSTRALIA,New South Wales,Fishing related,M,N,,H.D. Baldridge (1994) SAF Case #1472,1963.0,Apr
Unprovoked,USA,US Virgin Islands,Swimming related,M,Y,Afternoon,"G.W. Kirby, Jr.;  NY Times, 1/22/1963",1963.0,Apr
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,N,Afternoon,"D. Davies, p.118-119; M. Levine, GSAF",1963.0,Apr
Unprovoked,AUSTRALIA,Western Australia,Board involved activity,M,N,,"G.P. Whitley; NSW newspapers of 4/14&15/1963; H.D. Baldridge, p. 142",1963.0,Apr
Unprovoked,USA,Hawaii,Board involved activity,M,N,Afternoon,"L. Taylor (1993), pp.102-103",1963.0,Apr
Sea Disaster,SOLOMON ISLANDS,Bougainville (North Solomons),"Other random, unclassifiable or silly activities",M,Y,Nightime,"Sydney Morning Herald, 4/6/1963",1963.0,Mar
Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Swimming related,M,N,Morning,"Times-Courier (Lae), 3/6/1963",1963.0,Feb
Unprovoked,AUSTRALIA,New South Wales,Fishing related,M,N,Afternoon,"R. Funnell in Australian Skindiver Magazine, June/July 1963, p.8; J. Green, p.35",1963.0,Feb
Unprovoked,FIJI,Lomaiviti  Island Group,Fishing related,M,N,Morning,"S. Brown, P. Helfrich",1963.0,Feb
Unprovoked,AUSTRALIA,New South Wales,Beach activities,F,Y,Afternoon,"Dr. P.R. Coyne; A. Sharpe, pp.7-12; A. MacCormick, pp.15-18; H. Edwards, pp.102 & 108",1963.0,Jan
Invalid,AUSTRALIA,New South Wales,Swimming related,M,,Afternoon,"Sydney Morning Herald, 1/29/1963 ",1963.0,Jan
Provoked,NEW ZEALAND,North Island,Fishing related,,N,Afternoon,"R.D. Weeks, GSAF; Otago Daily Times, 1/15/1963, p.1",1963.0,Jan
Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing related,M,N,,GSAF,1963.0,Jan
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,N,Afternoon,"D. Davies, D'Aubrey; B. Blackmore; M. Levine, GSAF",1963.0,Jan
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,N,Afternoon,"D. Davies, p.117-118; C. Passmore, M. Levine, GSAF",1963.0,Jan
Provoked,SOUTH AFRICA,KwaZulu-Natal,Diving activities,M,N,Morning,D. Davies,1962.0,Dec
Unprovoked,AUSTRALIA,South Australia,Fishing related,M,Y,Afternoon,"H. Edwards, p.63; H.D. Baldridge, p.197; A. MacCormick, pp.91-93; A. Sharpe, p.124; J. West",1962.0,Dec
Unprovoked,AUSTRALIA,New South Wales,Fishing related,M,N,,"H.D. Baldridge, p.183; SAF #1130",1962.0,Nov
Unprovoked,USA,California,Board involved activity,M,N,Afternoon,"D. Miller & R. Collier; R. Collier, pp.35-36; H.D. Baldridge, pp.73 & 78     ",1962.0,Nov
Sea Disaster,MID ATLANTIC OCEAN,,"Other random, unclassifiable or silly activities",M,N,Morning,Press clippings,1962.0,Nov
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,N,Afternoon,"D. Davies; M. Levine, GSAF",1962.0,Oct
Unprovoked,MEXICO,Veracruz,Beach activities,M,Y,Morning,C.G. Robles,1962.0,Oct
Boat,AUSTRALIA,South Australia,"Other random, unclassifiable or silly activities",M,N,,"Strand (London), 10/15/1962",1962.0,Oct
Unprovoked,PANAMA,Pinas Bay,"Other random, unclassifiable or silly activities",M,Y,,J. Hardie; D. de Sylva,1962.0,Oct
Unprovoked,BRITISH WEST INDIES,Grand Turk Island,Fishing related,M,N,Afternoon,"H.D. Baldridge, p.197",1962.0,Sep
Unprovoked,MEXICO,Veracruz,Swimming related,M,N,Afternoon,C.G. Robles,1962.0,Sep
Unprovoked,SOUTH ATLANTIC OCEAN,Off coast of West Africa,Board involved activity,M,Y,,"Daily Express (London), et. al, 9/22/1962 ",1962.0,Sep
Unprovoked,ITALY,Tyrrhenian Sea,Fishing related,M,Y,Morning,"A. De Maddalena & C. Moore, GSAF; Carletti (1973), Gianturco (1978), Marini (1989), Gilioli (1989), Giudici & Fino (1989); E. Tortonese; H.D. Baldridge, p.183. Note: A.Resciniti, p.104 lists date as 22-Sep-1962",1962.0,Sep
Provoked,ISRAEL,Sharon,Fishing related,M,UNKNOWN,,"C. Moore, GSAF",1962.0,Aug
Provoked,PAPUA NEW GUINEA,Northern District,Fishing related,M,N,Afternoon,SAF Case #1192,1962.0,Aug
Provoked,USA,California,Diving activities,M,N,Morning,"SAF Case #1059; D. Miller & R. Collier; R. Collier, p. xxv; H.D. Baldridge, p.164  ",1962.0,Aug
Boat,SOUTH AFRICA,Western Cape Province,Fishing related,,N,Afternoon,GSAF,1962.0,Aug
Unprovoked,USA,Texas,Board involved activity,M,Y,Afternoon,"J. A. Hockaday, M.D.",1962.0,Aug
Unprovoked,USA,New Jersey,Beach activities,M,N,Afternoon," L. Schultz & M. Malin, p.514, et.al.",1962.0,Aug
Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Fishing related,M,Y,Afternoon,P.M. Moodie,1962.0,Aug
Unprovoked,ITALY,Tyrrhenian Sea,Diving activities,M,N,,"A. De Maddalena; Carletti (1973), Giudici & Fino (1989)",1962.0,Aug
Unprovoked,SENEGAL,Cap Vert Peninsula,"Other random, unclassifiable or silly activities",M,N,,S. Trape,1962.0,Aug
Unprovoked,USA,South Carolina,Beach activities,M,N,,R. Stein,1962.0,Jul
Provoked,MADAGASCAR,,Consequence of handeling sharks,M,N,Morning,J. D'Aubrey,1962.0,Jul
Provoked,USA,California,Fishing related,M,N,Afternoon,"R. Zarkas; San Diego Union, 7/30/1962 ",1962.0,Jul
Unprovoked,USA,Georgia,Board involved activity,M,N,Afternoon,L.H. Hancock,1962.0,Jul
Unprovoked,USA,Georgia,Diving activities,M,N,Morning,"J. M. Hicks, M.D.; Washington Star, 7/14/1962",1962.0,Jul
Boat,SOUTH AFRICA,Western Cape Province,Consequence of handeling sharks,,N,Evening,"M. Levine, GSAF",1962.0,Jun
Unprovoked,USA,Florida,"Other random, unclassifiable or silly activities",M,N,Morning,"D. Reed; Hobart Gazette, 6/28/ 1962 s",1962.0,Jun
Unprovoked,USA,California,"Other random, unclassifiable or silly activities",M,N,Nightime,"San Francisco Chronicle, 5/3/1986",1962.0,Jun
Unprovoked,USA,California,"Other random, unclassifiable or silly activities",M,Y,Nightime,"San Francisco Chronicle, 5/3/1986",1962.0,Jun
Unprovoked,USA,California,"Other random, unclassifiable or silly activities",M,Y,Nightime,"San Francisco Chronicle, 5/3/1986",1962.0,Jun
Unprovoked,PAPUA NEW GUINEA,Madang Province,"Other random, unclassifiable or silly activities",M,Y,Afternoon,"L. Malcolmson, Fisheries Officer",1962.0,Jun
Unprovoked,USA,South Carolina,Beach activities,M,N,Afternoon,"F. Glenn; Dr. H.C. Yeatman; D. E. Gatch, M.D. ",1962.0,Jun
Boat,AUSTRALIA,Western Australia,Fishing related,,N,Morning,"West Australian (Perth), 6/8/1962 ",1962.0,Jun
Provoked,USA,California,Diving activities,M,N,Afternoon,"San Francisco Chronicle, 6/5/1962; H.D. Baldridge, p.183",1962.0,Jun
Unprovoked,USA,Florida,Diving activities,M,N,Afternoon,"M. Vorenberg, GSAF; Palm Beach Post, 6/4/1962 ",1962.0,Jun
Sea Disaster,USA,California,"Other random, unclassifiable or silly activities",,Y,Nightime,"Enquirer & News (Battle Creek, MI), 5/14/1962; L. Schultz & M. Malin, p.562",1962.0,May
Unprovoked,MOZAMBIQUE,Gaza,Swimming related,M,N,Morning,"M. Levine, GSAF;P.H. Jacques, M.D.;  D. Davies, pp.126-127",1962.0,Apr
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Beach activities,M,N,Morning,"D. Davies, p.117; D. Blane, M. Levine, GSAF ",1962.0,Apr
Unprovoked,PAPUA NEW GUINEA,Madang,Swimming related,M,Y,Afternoon,"South Pacific Post (Port Moresby) 3/4/1962; L. Malcolmson, Fisheries Officer ",1962.0,Mar
Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming related,M,N,,"South Pacific Post, 2/27/1962; V.M. Coppleson (1962), p.248",1962.0,Feb
Provoked,NEW ZEALAND,Southland,Swimming related,M,N,,"SAF Case #1118; Southland Daily News 2/20/1962, ",1962.0,Feb
Unprovoked,AUSTRALIA,Queensland,Fishing related,M,N,Morning,"Brisbane Courier Mail, 2/16/1962",1962.0,Feb
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Y,Morning,"M. Levine, J. D'Aubrey, GSAF; D. Davies, pp.114-116",1962.0,Feb
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Other random, unclassifiable or silly activities",M,Y,Afternoon,"M. Nielsen, M. Levine, GSAF; D. Davies, p.115",1962.0,Feb
Unprovoked,AUSTRALIA,Queensland,Swimming related,M,N,Afternoon,"Courier Mail (Brisbane), 2/5/1962",1962.0,Feb
Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,Swimming related,M,Y,,"Auckland Herald, 2/26/1962",1962.0,Feb
Unprovoked,NEW ZEALAND,South Island,"Other random, unclassifiable or silly activities",M,N,Afternoon,"R. Weeks, GSAF; V.M. Coppleson (1962), p.247; H. D. Baldridge, p.16",1962.0,Jan
Provoked,AUSTRALIA,New South Wales,Fishing related,M,N,,"Daily Mirror (Sydney) & Sydney Morning Herald, 1/22/1962 ",1962.0,Jan
Invalid,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,,Morning,"D. Davies, p.114; A. Cowan, M. Levine, GSAF",1962.0,Jan
Unprovoked,NEW ZEALAND,North Island,Fishing related,M,N,Afternoon,"V.M. Coppleson (1962), p.254; H.D. Baldridge, p.1432",1962.0,Jan
Unprovoked,USA,California,Board involved activity,M,N,Morning,"D. Miller & R. Collier; R. Collier, pp.34-35; H.D. Baldridge, p.74; Clark, pp.98-99",1962.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Afternoon,"The Star (Johannesburg), Daily Telegraph (Sydney), Sydney Morning Herald,  The Examiner (Launceston) 1/15/1962; V.M. Coppleson (1962), p.246; R.D. Weeks, GSAF",1962.0,Jan
Unprovoked,PAPUA NEW GUINEA,"10ºS, 142ºE",Fishing related,M,N,Afternoon,SAF Case #1193,1962.0,Jan
Unprovoked,NEW ZEALAND,South Island,Board involved activity,F,N,Evening,"R. D. Weeks, GSAF; Dr. C. Foote; The Evening Post, 1/12/1962 ",1962.0,Jan
Unprovoked,MARSHALL ISLANDS,Kwajalein Atoll,Fishing related,M,N,Afternoon,"L. R. Fletcher, M.D.",1962.0,Jan
Unprovoked,SPAIN,Catalonia,"Other random, unclassifiable or silly activities",F,N,,"C. Moore, GSAF",1962.0,
Unprovoked,AUSTRALIA,South Australia,Diving activities,M,N,,"F. Dennis, p.76",1962.0,
Unprovoked,AUSTRALIA,Queensland,Beach activities,F,Y,Afternoon,"V.M. Coppleson (1962), p.246; A. MacCormick, pp.19-21; A. Sharpe, p.101 ",1961.0,Dec
Unprovoked,AUSTRALIA,Queensland,Beach activities,M,N,Afternoon,"V.M. Coppleson (1962), p.246; A. MacCormick, pp.19-21; A. Sharpe, p.101",1961.0,Dec
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Other random, unclassifiable or silly activities",M,N,Afternoon,"D.  Davies, pp.113-114; D. Davies & J. D'Aubrey; T. McDonnell, M. Levine, GSAF",1961.0,Dec
Provoked,AUSTRALIA,Western Australia,Fishing related,M,N,Morning,"The West Australia, 12/28/1961 ",1961.0,Dec
Unprovoked,MOZAMBIQUE,Gaza,Beach activities,M,N,Afternoon,Dr. C. d.  Nacimento,1961.0,Dec
Unprovoked,AUSTRALIA,Queensland,Board involved activity,M,Y,Morning,"Natal Daily News, 12/19/1961; Sydney Morning Herald, 12/20/1961; V.M. Coppleson (1962), p.246; H.D. Baldridge, p.172; A. Sharpe, pp.100-101",1961.0,Dec
Unprovoked,AUSTRALIA,Torres Strait,Swimming related,M,N,Afternoon,"Brisbane Courier Mail, 12/14/1961; V.M. Coppleson (1962), p.246",1961.0,Dec
Unprovoked,PHILIPPINES,Western Luzon Island,"Other random, unclassifiable or silly activities",M,N,,"Newcastle Morning Herald, 10/28/1961 ",1961.0,Oct
Boat,VANUATU,Shefa Province,Board involved activity,M,N,,"Pacific Islands Monthly, October 1961 ",1961.0,Oct
Provoked,USA,Florida,,M,N,Afternoon,H.D.Baldridge (1994) SAF Case #923,1961.0,Sep
Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Swimming related,M,Y,Afternoon,"The Mid-Ocean News, 9/28/1961; H.D. Baldridge, p.15; A. De Maddalena & C. Moore, GSAF;; Anon. (1961), Giudici & Fino (1989), Fergusson (1996)",1961.0,Sep
Provoked,TANZANIA,,Fishing related,M,N,Morning,Mombasa Times 9/25/1961,1961.0,Sep
Unprovoked,MID ATLANTIC OCEAN,165  miles from Bermuda,Board involved activity,M,N,Morning,"E.L.de Wilton; V.M. Coppleson (1962), p.246; H.D. Baldridge, p.102",1961.0,Sep
Unprovoked,PERSIAN GULF,25 km off the coast of Iran & 483km from mouth of Persian Gulf,Diving activities,M,N,Morning,"Underseas, Ltd (London)",1961.0,Sep
Provoked,ITALY,Venice Province,Fishing related,M,N,,"C. Moore, GSAF",1961.0,Sep
Unprovoked,USA,California,Swimming related,M,N,Morning,"L.A. Times, 8/21/1961; D. Miller & R. Collier; R. Collier, p.33; V.M. Coppleson (1962), p.249; H.D. Baldridge, p.72",1961.0,Aug
Unprovoked,USA,South Carolina,Beach activities,M,N,Morning,C.O. Adams,1961.0,Aug
Unprovoked,BERMUDA,,Fishing related,M,N,Morning,"R. McAllister; H.D. Baldridge, p.134",1961.0,Aug
Unprovoked,USA,Hawaii,Fishing related,M,N,Afternoon,"K. Kato; V.M. Coppleson (1962), p.246",1961.0,Aug
Provoked,PAPUA NEW GUINEA,Sandaun Province,Fishing related,M,N,,"A.M. Rapson, p.147",1961.0,Aug
Provoked,USA,New York,Fishing related,M,N,Afternoon,B. Junker,1961.0,Jul
Unprovoked,TURKEY,Anatolia,Swimming related,M,N,,"C. Moore, GSAF",1971.0,Jul
Unprovoked,ITALY,Adriatic Sea,Fishing related,M,N,Afternoon,"M. Gregor; H.D. Baldridge, p.135; A. De Maddalena; Ellis (1973), Fergusson (1996), Mojetta et al. (1997)",1961.0,Jul
Unprovoked,USA,Florida,Fishing related,M,Y,Morning,"D. McGee, J. Quillian, W. M. Stephens; V.M. Coppleson (1962), p.249; H.D. Baldridge, p.183",1961.0,Jun
Unprovoked,USA,Florida,Beach activities,M,N,Afternoon,"News Tribune, 6/20/1961",1961.0,Jun
Boat,USA,Florida,Fishing related,M,N,,"Florida Times-Union, 6/6/1961 ",1961.0,Jun
Unprovoked,NEW BRITAIN,East New Britain Province,Fishing related,M,N,,"A.M. Rapson, p.150",1961.0,Jun
Provoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Fishing related,M,N,,"J. McDonough; A. M. Rapson, p.147; Papua and New Guinea Agricultural Journal;",1961.0,Jun
Unprovoked,USA,California,Diving activities,M,N,Morning,"D. Miller & R. Collier; R. Collier, pp.32-33 ",1961.0,May
Unprovoked,NEW BRITAIN,East New Britain Province,Fishing related,M,N,,"A.M. Rapson, p. 150]",1961.0,May
Unprovoked,USA,Florida,Beach activities,M,N,Morning,"G.L. Morris; Post Herald (Birmingham, Alabama) 5/18/1961; V.M. Coppleson (1962), p.249",1961.0,May
Provoked,AUSTRALIA,Western Australia,Fishing related,M,N,,"The West Australian (Perth), 5/8/1961 ",1961.0,May
Invalid,USA,Florida,"Other random, unclassifiable or silly activities",M,,Afternoon,H.D.Baldridge (1994) SAF Case #942,1961.0,Apr
Provoked,AUSTRALIA,New South Wales,Fishing related,M,N,Afternoon,"Kempsey Macleay Argus (N.S.W.), 4/27/1961",1961.0,Apr
Unprovoked,MOZAMBIQUE,Gaza,Swimming related,M,N,Morning,"D. Davies, pp.125-126; M. Levine,GSAF; Star, 4/23/1961",1961.0,Apr
Provoked,SOUTH AFRICA,Eastern Cape Province,Diving activities,M,N,,"G. Ross, M. Levine, GSAF",1961.0,Apr
Unprovoked,USA,Florida,Fishing related,M,N,,"W. M. Stephens; H.D. Baldridge, p.166; Clark, p.102 ",1961.0,Apr
Provoked,AUSTRALIA,New South Wales,Fishing related,M,N,,"Sydney Morning Herald, 4/17/1961; G. P. Whitley; Perth Daily News, 4/19/1961;  V.M. Coppleson (1962), p.252; H.D. Baldridge, p.165",1961.0,Apr
Unprovoked,AUSTRALIA,New South Wales,Fishing related,M,N,Nightime,"G. P. Whiltley citing Sydney Morning Herald, 4/15/1961 & 4/17/1961",1961.0,Apr
Unprovoked,MOZAMBIQUE,Gaza,Swimming related,M,Y,Morning,"D. Davies, p.125; Star, 4/14/1961",1961.0,Apr
Unprovoked,AUSTRALIA,Victoria,Fishing related,M,N,,"Sydney Morning Herald, 4/4/1961 ; Launceston Examiner; H.D. Baldridge, pp.133-134",1961.0,Apr
Provoked,AUSTRALIA,Western Australia,Fishing related,M,N,,"Perth Daily News, 4/19/1961",1961.0,Apr
Unprovoked,AUSTRALIA,South Australia,Fishing related,M,N,,"G.P. Whitley citing Sydney Morning Herald, 4/1/1961; V.M. Coppleson (1962), p.252 ",1961.0,Mar
Unprovoked,AUSTRALIA,Victoria,Swimming related,M,N,Afternoon,"Sun Herald (Sydney) 3/19/1961; Sydney Morning Herald, 3/20/1961; V.M. Coppleson (1962), p.246",1961.0,Mar
Provoked,AUSTRALIA,Western Australia,Fishing related,F,N,,"Sydney Daily Telegraph, no date; L. Schultz & M. Malin, p.548",1961.0,Mar
Unprovoked,AUSTRALIA,South Australia,Fishing related,M,N,Afternoon,"V.M. Coppleson (1962), pp.182 & 252; H. Edwards, pp.61-63; H.D. Baldridge, p.56; J. West, ASAF",1961.0,Mar
Unprovoked,NORTH PACIFIC OCEAN,Wake Island (EnenKio),Diving activities,M,N,Afternoon,"J.K. Stewart; Albert Tester; V.M. Coppleson (1962), p.254; H.D. Baldridge, p.207",1961.0,Mar
Provoked,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,N,,"GSAF; D. Davies, pp.112-113",1961.0,Mar
Unprovoked,FIJI,"19S, 178?E","Other random, unclassifiable or silly activities",M,N,Morning,A. Bailey,1961.0,Mar
Provoked,USA,Pennsylvania,"Other random, unclassifiable or silly activities",M,N,,"The Bee, 2/18/1961",1961.0,Feb
Unprovoked,AUSTRALIA,Victoria,Beach activities,F,N,Evening,"Morning Peninsular Post (Victoria, Australia), 2/22/1961; V.M. Coppleson (1962), p.246",1961.0,Feb
Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,N,Afternoon,"C.D. Benzoin, M. Levine, GSAF; J. D'Aubrey, ORI",1961.0,Feb
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,Y,Afternoon,"D. Davies & J. D'Aubrey;  D. Davies, pp.122-124; M. Levine, GSAF",1961.0,Feb
Unprovoked,AUSTRALIA,Western Australia,Fishing related,M,N,,"H.D. Baldridge, p.134",1961.0,Feb
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,N,Afternoon,"M. Murphy, M. Levine, GSAF; A.C. Copley; G. D. Campbell;  D. Davies, pp.111-112",1961.0,Jan
