Type,Country,Area,Activity,Sex,Fatal (Y/N),Time,Investigator or Source,Year,Month
Unprovoked,USA,Texas,"Other random, unclassifiable or silly activities",F,N,Afternoon,"Click2Houston, 6/14/2016",2016.0,Jun
Unprovoked,USA,North Carolina,Beach activities,M,N,Afternoon,"C. Creswell, GSAF",2016.0,Jun
Invalid,USA,South Carolina,Board involved activity,M,,Morning,"C. Creswell, GSAF",2016.0,Jun
Unprovoked,USA,Florida,Swimming related,M,N,Morning,"Daytona Beach News-Journal, 6/5/2016",2016.0,Jun
Unprovoked,AUSTRALIA,Western Australia,Diving activities,F,Y,Morning,"B. Myatt, GSAF",2016.0,Jun
Unprovoked,EGYPT,Suez,Swimming related,M,N,Morning,"Ahram Online, 6/4/2016",2016.0,Jun
Unprovoked,NEW CALEDONIA,,Board involved activity,M,N,Afternoon,"Les Nouvelles Caledoniennes, 6/3/2016",2016.0,Jun
Unprovoked,AUSTRALIA,Western Australia,Board involved activity,M,Y,Afternoon,"Perth Now, 5/31/2016",2016.0,May
Unprovoked,USA,California,Swimming related,F,N,Afternoon,"R. Collier, GSAF",2016.0,May
Unprovoked,USA,Florida,Swimming related,M,N,Afternoon,"News4Jax, 5/29/2016",2016.0,May
Unprovoked,USA,Florida,Swimming related,F,N,Afternoon,"Florida Today, 5/22/2016",2016.0,May
Unprovoked,USA,Florida,Swimming related,F,N,Evening,"ABC Action News, 6/15/2016",2016.0,May
Unprovoked,USA,Florida,Swimming related,F,N,Afternoon,"Action News Jax, 5/23/2016",2016.0,May
Unprovoked,USA,Florida,Swimming related,M,N,Morning,"News4Jax, 5/19/2016",2016.0,May
Provoked,USA,Florida,Consequence of handeling sharks,F,N,Afternoon,"CBS News, 5/16/2016",2016.0,May
Unprovoked,USA,Hawaii,"Other random, unclassifiable or silly activities",M,N,Afternoon,"Maui Now, 5/3/2016",2016.0,May
Provoked,NEW ZEALAND,North Island,Fishing related,M,N,Afternoon,Radio New Zealand  5/3/2016,2016.0,May
Unprovoked,INDONESIA,Bali,Board involved activity,M,N,Morning,"News.com.au, 4/26/2016",2016.0,Apr
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"News4Jax, 4/23/2016",2016.0,Apr
Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,N,Morning,"Knysna-Plett Herald, 4/22/2016",2016.0,Apr
Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,N,Afternoon,"Gold Coast Bulletin, 4/19/2016",2016.0,Apr
Provoked,FRENCH POLYNESIA,Tuamotos,Fishing related,M,M,Morning,"TNTV News, 4/19/2016",2016.0,Apr
Provoked,FRENCH POLYNESIA,Tuamotos,Fishing related,M,N,Morning,"Tahiti Infos, 4/19/2016",2016.0,Apr
Unprovoked,USA,Florida,Fishing related,M,N,,"Palm Beach Post, 4/13/2016",2016.0,Apr
Unprovoked,NEW CALEDONIA,Grand Terre,Beach activities,F,Y,Morning,Les Nouvelles Caledonnie. 4/11/2016,2016.0,Apr
Unprovoked,USA,Hawaii,"Other random, unclassifiable or silly activities",F,N,Morning,"Maui Now, 3/31/2016",2016.0,Mar
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Evening,"Daily Telegraph, 3/30/2016",2016.0,Mar
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"B. Myatt, GSAF",2016.0,Mar
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"WCBV-5, 3/31/206",2016.0,Mar
Unprovoked,Fiji,Vanua Levu,Diving activities,M,Y,Afternoon,"Fiji Sun, 3/12/2016",2016.0,Mar
Unprovoked,USA,Florida,,M,N,Afternoon,WPTV. 3/4/2016,2016.0,Mar
Unprovoked,AUSTRALIA,South Australia,Fishing related,M,N,Nightime,"9 News, 3/1/2016",2016.0,Mar
Unprovoked,BRAZIL,Santa Catarina State,Swimming related,M,N,,"Misones Online, 3/4/2016",2016.0,Mar
Unprovoked,NEW CALEDONIA,South Province,Board involved activity,M,N,Evening,"Les Nouvelles Calédoniennes, 2/23/2016",2016.0,Feb
Unprovoked,NEW CALEDONIA,South Province,Fishing related,M,N,Afternoon,"Les Nouvelles Calédoniennes, 2/19/2016",2016.0,Feb
Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,Beach activities,F,N,Afternoon,S. Harris,2016.0,Feb
Invalid,AUSTRALIA,Tasmania,Board involved activity,M,,Afternoon,"C. Black, GSAF",2016.0,Feb
Unprovoked,AUSTRALIA,Queensland,Beach activities,F,N,Afternoon,"Courier Mail, 2/5/2016",2016.0,Feb
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Afternoon,"B. Myatt, GSAF",2016.0,Feb
Unprovoked,BRAZIL,Balneário Camboriú,Swimming related,M,N,,"Globo, 2/3/2016",2016.0,Feb
Boating,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,N,,"Nine News, 2/1/2016",2016.0,Jan
Unprovoked,USA,Hawaii,Board involved activity,M,N,Afternoon,KHON2. 1/28/2016,2016.0,Jan
Unprovoked,USA,Hawaii,Board involved activity,F,N,Morning,"The Garden Island, 2/2/2016",2016.0,Jan
Unprovoked,USA,Texas,Fishing related,M,N,Morning,K. Love,2016.0,Jan
Boating,UNITED ARAB EMIRATES,Fujairah Emirate,Fishing related,M,N,,"Gulf News, 1/25/2016",2016.0,Jan
Unprovoked,USA,Hawaii,Board involved activity,M,N,Morning,"Grand Forks Herald, 1/27/2915",2016.0,Jan
Unprovoked,AUSTRALIA,Queensland,Board involved activity,M,N,,"ABC Sunshine Coast, 1/11/2016",2016.0,Jan
Unprovoked,AUSTRALIA,Queensland,Beach activities,M,N,Afternoon,"Nine News, 1/5/2016",2016.0,Jan
Unprovoked,AUSTRALIA,Queensland,Fishing related,M,N,Morning,"Courier Mail, 1/2/2016",2016.0,Jan
Boating,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,N,Morning,"Traveller24, 12/26/2015",2015.0,Dec
Unprovoked,SPAIN,Grand Canary Island,Swimming related,F,N,,"Diaro de Visos, 12/26/2015",2015.0,Dec
Unprovoked,USA,Hawaii,Board involved activity,M,N,Morning,"West Hawaii Today, 12/23/2015",2015.0,Dec
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"The Telegraph, 12/22/;2015",2015.0,Dec
Unprovoked,BRAZIL,Pernambuco,Diving activities,M,N,,"Fox News, 12/22/2015",2015.0,Dec
Boating,AUSTRALIA,New South Wales,Fishing related,,N,Morning,"Courier Mail, 12/15/2015",2015.0,Dec
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,F,N,Morning,"The Bulletin, 12/17/2015",2015.0,Dec
Unprovoked,ECUADOR,Galapagos Islands,"Other random, unclassifiable or silly activities",M,N,Morning,G. Hurley,2015.0,Nov
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,WFTV. 11/17/2015,2015.0,Nov
Unprovoked,USA,Florida,Swimming related,F,N,Morning,"Palm Beach Post, 11/16/2015",2015.0,Nov
Unprovoked,USA,Florida,Board involved activity,M,N,,"5WPTV, 11/15/2015",2015.0,Nov
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Afternoon,"The Sydney Morning Herald, 11/11/2015",2015.0,Nov
Invalid,USA,Florida,Board involved activity,F,,Morning,"Fox25Orlando, 11/7/2015",2015.0,Nov
Unprovoked,USA,Hawaii,Swimming related,M,N,Morning,"Hawaii News Now, 11/4/2015",2015.0,Nov
Unprovoked,USA,Florida,Beach activities,F,N,Afternoon,"USA Today, 11/1/2015",2015.0,Nov
Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing related,M,N,Nightime,"Coastweek, 12/3/2015",2015.0,Nov
Unprovoked,AUSTRALIA,Western Australia,Fishing related,M,N,,"Perth Now, 10/30/2015",2015.0,Oct
Unprovoked,USA,Hawaii,Board involved activity,M,N,Afternoon,"Star Advertiser, 10/28/2015",2015.0,Oct
Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,N,Afternoon,"News 24, 10/26/2015",2015.0,Oct
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"ClickOrlando.com, 10/21/2015",2015.0,Oct
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"NBC6.com, 10/19/2015",2015.0,Oct
Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing related,F,Y,,Xinhua News Agency,2015.0,Oct
Invalid,USA,Hawaii,Board involved activity,M,,Evening,"KHON2, 10/17/2015",2015.0,Oct
Unprovoked,USA,Hawaii,Swimming related,M,N,Morning,"KHON2, 10/17/2015",2015.0,Oct
Boating,USA,California,Fishing related,M,N,Morning,"The Tribune, 10/28/2015",2015.0,Oct
Unprovoked,USA,South Carolina,Board involved activity,F,N,Afternoon,"C. Creswell, GSAF",2015.0,Oct
Unprovoked,USA,Hawaii,Board involved activity,M,N,Morning,"Hawaii News Now, 10/9/2015",2015.0,Oct
Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing related,M,N,,Club of Mozambique,2015.0,Oct
Unprovoked,AUSTRALIA,Western Australia,Board involved activity,M,N,Afternoon,"Daily Mail, 10/7/2015",2015.0,Oct
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"WPBF.com, 10/6/2015",2015.0,Oct
Unprovoked,USA,Texas,Beach activities,M,N,Morning,"Houston Chronicle, 10/5/2015",2015.0,Oct
Unprovoked,USA,Florida,Board involved activity,M,N,Morning,"CNN, 10/4/2015",2015.0,Oct
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"First Coast News, 9/30/2015",2015.0,Sep
Unprovoked,AUSTRALIA,Queensland,"Other random, unclassifiable or silly activities",F,N,Afternoon,"The Cairns Post, 9/28/2015",2015.0,Sep
Boating,USA,California,Fishing related,M,N,Morning,R. Collier,2015.0,Sep
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"Orlando Sentinel, 9/20/2015",2015.0,Sep
Unprovoked,USA,Hawaii,Fishing related,M,N,Afternoon,"Big Island Video, 9/20/2015",2015.0,Sep
Unprovoked,USA,Florida,Beach activities,M,N,Afternoon,"News4Jax, 9/21/2015",2015.0,Sep
Unprovoked,USA,Florida,Fishing related,M,N,Morning,"News4JAX, 9/21/2015",2015.0,Sep
Boating,USA,California,Fishing related,M,N,,"NBC News, 9/22/2015",2015.0,Sep
Unprovoked,USA,Florida,Swimming related,M,N,Evening,"Action News Jax, 9/23/2015",2015.0,Sep
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"News4JAX, 9/15/2015",2015.0,Sep
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"ABC News, 9/8/2015",2015.0,Sep
Unprovoked,USA,California,Board involved activity,F,N,Afternoon,"R. Collier, GSAF",2015.0,Sep
Provoked,USA,California,Fishing related,M,N,Afternoon,"R. Collier, GSAF",2015.0,Sep
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"The Sydney Morning Herald, 9/4/2015",2015.0,Sep
Unprovoked,USA,South Carolina,,M,N,Afternoon,"C. Creswell, GSAF",2015.0,Sep
Unprovoked,THAILAND,Phuket,Beach activities,F,N,Morning,"Phuket Gazette, 9/1/2015",2015.0,Sep
Unprovoked,USA,California,Board involved activity,F,N,Morning,"R. Collier, GSAF",2015.0,Aug
Unprovoked,USA,California,Board involved activity,M,N,Morning,"R. Collier, GSAF",2015.0,Aug
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"Daily Telegraph, 8/22/2015",2015.0,Aug
Unprovoked,USA,South Carolina,Board involved activity,M,N,Afternoon,"C. Creswell, GSAF",2015.0,Aug
Unprovoked,USA,Florida,Beach activities,F,N,Afternoon,"ABC News, 8/21/2015",2015.0,Aug
Boating,USA,California,Fishing related,M,N,Morning,"R. Collier, GSAF",2015.0,Aug
Invalid,SPAIN,Alicante,Swimming related,M,,Morning,"The Local, 8/18/2015",2015.0,Aug
Provoked,USA,California,Fishing related,M,N,Morning,"NBC San Diego, 8/13/2015",2015.0,Aug
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"Daily Telegraph, 7/31/2015",2015.0,Jul
Unprovoked,COSTA RICA,Guanacaste,Board involved activity,M,N,,YouTube,2015.0,Jul
Unprovoked,USA,Florida,Board involved activity,M,N,Evening,CBS 7/27/2015,2015.0,Jul
Invalid,USA,South Carolina,"Other random, unclassifiable or silly activities",F,,Morning,"C. Creswell, GSAF, ABC 11, 7/27/2015",2015.0,Jul
Unprovoked,AUSTRALIA,Tasmania,Diving activities,M,Y,Morning,"C. Black, GSAF",2015.0,Jul
Provoked,USA,California,Fishing related,M,N,,"NBC San Diego, 7/27/2015",2015.0,Jul
Unprovoked,AUSTRALIA,Victoria,Board involved activity,M,N,,"ABC News, 7/27/2015",2015.0,Jul
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,N,,"BBC, 7/20/2015",2015.0,Jul
Unprovoked,USA,California,Board involved activity,M,N,Morning,"KTLA, 7/10/2015",2015.0,Jul
Unprovoked,BAHAMAS,Grand Bahama Island,Fishing related,F,N,,"ABC action News, 7/7/2015",2015.0,Jul
Unprovoked,USA,North Carolina,,M,N,Evening,"C. Creswell, GSAF",2015.0,Jul
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"Northern Star, 7/3/2015",2015.0,Jul
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"Northern Star, 7/2/2015",2015.0,Jul
Unprovoked,USA,North Carolina,Swimming related,M,N,Morning,"C. Creswell, GSAF",2015.0,Jul
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,,"The Telegraph, 7/8/2015",2015.0,Jun
Unprovoked,USA,South Carolina,Beach activities,M,N,Evening,"C. Creswell, GSAF",2015.0,Jun
Unprovoked,USA,North Carolina,Swimming related,M,N,Afternoon,"C. Creswell, WRAL, 6/27/2015",2015.0,Jun
Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,N,Afternoon,"NSRI, 6/27/205",2015.0,Jun
Invalid,USA,Florida,Swimming related,F,,Evening,"Action News Jax, 6/26/2015",2015.0,Jun
Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,N,Afternoon,Zig Zag Surfing Magazine,2015.0,Jun
Unprovoked,USA,South Carolina,Beach activities,M,N,Morning,"C. Creswell, GSAF; WCNC, 6/26/2015",2015.0,Jun
Provoked,AUSTRALIA,Western Australia,Swimming related,M,N,,"West Australian Police, 6/25/2015",2015.0,Jun
Unprovoked,USA,North Carolina,Board involved activity,M,N,Morning,"C. Creswell, GSAF",2015.0,Jun
Unprovoked,USA,North Carolina,Swimming related,M,N,Afternoon,"C. Creswell, GSAF",2015.0,Jun
Invalid,AUSTRALIA,Western Australia,Board involved activity,F,N,Morning,"L. Kumpe, R. Mcauley",2015.0,Jun
Unprovoked,USA,South Carolina,Beach activities,M,N,,"C. Creswell, GSAF; R. Lurye, Island Packet",2015.0,Jun
Unprovoked,PUERTO RICO,,Fishing related,M,N,Morning,"Yahoo News, 6/19/2015",2015.0,Jun
Unprovoked,USA,Florida,Swimming related,M,N,Afternoon,"WTXL TV, 6/17/2015",2015.0,Jun
Unprovoked,USA,North Carolina,Beach activities,M,N,Afternoon,"C. Creswell, GSAF",2015.0,Jun
Unprovoked,USA,North Carolina,Beach activities,F,N,Afternoon,"C. Creswell, GSAF",2015.0,Jun
Unprovoked,USA,North Carolina,Board involved activity,F,N,Afternoon,"C. Creswell, GSAF",2015.0,Jun
Unprovoked,USA,Florida,Beach activities,M,N,Morning,"Florida Today, 6/7/2015",2015.0,Jun
Unprovoked,USA,Florida,Consequence of handeling sharks,F,N,,"7 News, 6/5/2015",2015.0,Jun
Unprovoked,REUNION,Le Port,Board involved activity,M,N,Afternoon,"Clincanoo, 6/1/2015",2015.0,Jun
Unprovoked,USA,Florida,Beach activities,F,N,Afternoon,"Orlando Sentinel, 5/29/2015",2015.0,May
Unprovoked,USA,Florida,Beach activities,F,N,Afternoon,"ClickOrlando, 5/29/2015",2015.0,May
Unprovoked,FRENCH POLYNESIA,Rangiroa,Fishing related,M,N,Morning,Polynésie 1ère. 5/262015,2015.0,May
Unprovoked,USA,Florida,Swimming related,F,N,,"WFTV,  5/27/2015",2015.0,May
Unprovoked,USA,Florida,Board involved activity,M,N,Morning,"WFTV, 5/20/2015",2015.0,
Unprovoked,USA,South Carolina,,M,N,Afternoon,"News 2, 5/15/2015",2015.0,May
Unprovoked,USA,Florida,Swimming related,M,N,Afternoon,"KnightNews.com, 5/9/2015",2015.0,May
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Afternoon,"ABC, 5/3/2015",2015.0,May
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Diving activities,M,N,Afternoon,"DispatchLive, 5/4/2015",2015.0,May
Unprovoked,USA,Hawaii,"Other random, unclassifiable or silly activities",F,Y,Morning,"Star Advertiser, 4/30/2015",2015.0,Apr
Unprovoked,USA,Florida,Beach activities,M,N,Afternoon,"ABC-7, 4/27/2015",2015.0,Apr
Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,N,Morning,"The Advertiser, 4/25/2015",2015.0,Apr
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"Echo Daily, 6/25/2015",2015.0,Jun
Unprovoked,USA,Florida,Consequence of handeling sharks,M,N,,"Miami Herald, 4/25/2015",2015.0,Apr
Unprovoked,REUNION,Saint-Gilles-les-Bains,Board involved activity,M,Y,Morning,"Le Huffington Post, 4/15/2015",2015.0,Apr
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"Surf Life Saving, 4/11/2015",2015.0,Apr
Unprovoked,USA,Florida,Fishing related,M,N,Afternoon,"ABC Action News, 4/6/2015",2015.0,Apr
Invalid,BRAZIL,Pernambuco,Board involved activity,M,,Morning,"Globo, 3/31/2015",2015.0,Mar
Boating,SOUTH AFRICA,Eastern Cape Province,Fishing related,M,N,,"Times Live, 4/1/2015",2015.0,Mar
Unprovoked,USA,Hawaii,Beach activities,M,N,Morning,"KMBC, 3/19/2015",2015.0,Mar
Unprovoked,FRENCH POLYNESIA,Bora Bora,Fishing related,M,N,Morning,"Radio1, 3/16/2015",2015.0,Mar
Boating,AUSTRALIA,New South Wales,Fishing related,M,N,Morning,"Northern Star, 3/13/2015",2015.0,Mar
Provoked,MEXICO,Sinaloa,Fishing related,M,N,Morning,"Noreste, 3/10/2015",2015.0,Mar
Unprovoked,FRENCH POLYNESIA,Central Tuamotu,"Other random, unclassifiable or silly activities",M,N,,"Radio1, 3/9/2015",2015.0,Mar
Unprovoked,REUNION,dÉtang-Salé,Swimming related,F,Y,Evening,"L'Yonne Républicaine, 2/14/2015",2015.0,Feb
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Y,Morning,"The Telegraph, 2/9/2015",2015.0,Feb
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"The Telegraph, 2/8/2015",2015.0,Feb
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,,"The Telegraph, 1/6/2015",2015.0,Feb
Boating,AUSTRALIA,Queensland,"Other random, unclassifiable or silly activities",M,N,Nightime,"Gold Coast Bulletin, 1/31/2015",2015.0,Jan
Provoked,USA,Hawaii,Fishing related,M,N,Nightime,"Huffington Post, 1/28/2015",2015.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,,"Northern Star, 1/26/2015",2015.0,Jan
Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Other random, unclassifiable or silly activities",M,N,Afternoon,"Daily Dispatch, 1/31/2015",2015.0,Jan
Boating,USA,Florida,Fishing related,M,N,,"The Panhandle, 1/20/2015",2015.0,Jan
Boating,AUSTRALIA,New South Wales,Fishing related,M,N,Afternoon,"The Sydney Morning Herald, 1/18/2015",2015.0,Jan
Unprovoked,AUSTRALIA,New South Wales,"Other random, unclassifiable or silly activities",M,N,,"Milton-Ulladulla Times, 1/16/2015",2015.0,Jan
Invalid,USA,Florida,Swimming related,M,,Nightime,"UPI, 1/12/2015",2015.0,Jan
Unprovoked,BAHAMAS,Abaco Islands,"Other random, unclassifiable or silly activities",F,N,Afternoon,"Britt Martin; Local10, 1/7/2015",2015.0,Jan
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,N,Morning,"Dispatch Online, 1/7/2015",2015.0,Jan
Unprovoked,USA,Florida,,M,N,Afternoon,"WPTV-West Palm Beach, 1/2/2015",2015.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,,N,Morning,"South Coast Register, 12/29/2014",2014.0,Dec
Unprovoked,AUSTRALIA,Western Australia,Fishing related,M,Y,Morning,"The West Australian, 12/29/2014",2014.0,Dec
Unprovoked,USA,California,Board involved activity,M,N,Morning,"R. Collier, GSAF",2014.0,Dec
Provoked,AUSTRALIA,Victoria,Fishing related,M,N,Morning,"ABC.net.au, 12/28/2014",2014.0,Dec
Unprovoked,AUSTRALIA,Queensland,Fishing related,M,Y,Morning,"Herald Sun, 12/15/2014",2014.0,Dec
Provoked,SPAIN,Granada,Fishing related,M,N,Morning,"ABCandalucia, 12/3/2014",2014.0,Dec
Unprovoked,AUSTRALIA,Western Australia,Board involved activity,M,N,Morning,"The Sydney Morning Herald, 11/29/2014",2014.0,Nov
Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),Fishing related,M,Y,,A. R. Ramjatan ,2014.0,Nov
Boating,AUSTRALIA,Western Australia,Fishing related,M,N,,"The West Australian, 11/20/2014",2014.0,Nov
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"USA Today, 11/16/2014",2014.0,Nov
Unprovoked,USA,Hawaii,"Other random, unclassifiable or silly activities",M,N,Afternoon,"G. Kubota, Star Advertiser, 11/13/2014",2014.0,Nov
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"Norhern Rivers Echo, 11/10/2014",2014.0,Nov
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,WPTV.com,2014.0,Nov
Unprovoked,USA,Hawaii,Board involved activity,F,N,Morning,"L. Kubota, Hawaii News Now, 10/31/2014",2014.0,Oct
Provoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Evening,"The Sydney Morning Herald, 10/30/2014",2014.0,Oct
Unprovoked,USA,Hawaii,Board involved activity,F,N,Morning,"Hawaii News Now, 10/22/2014",2014.0,Oct
Unprovoked,USA,Hawaii,Board involved activity,M,N,Morning,"The Maui News, 10/21/2014",2014.0,Oct
Boating,USA,California,"Other random, unclassifiable or silly activities",F,N,,"R. Collier, GSAF",2014.0,Oct
Unprovoked,USA,Hawaii,Board involved activity,M,N,Morning,"Star Advertiser, 10/18/2014",2014.0,Oct
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,F,N,Morning,"Sydney Morning Herald, 10/17/2014",2014.0,Oct
Unprovoked,USA,South Carolina,Beach activities,F,N,,"TheIndyChannel, 10/16,2014",2014.0,Oct
Unprovoked,USA,Florida,Board involved activity,F,N,Afternoon,"Florida Today, 10/13/2014",2014.0,Oct
Boating,AUSTRALIA,Western Australia,"Other random, unclassifiable or silly activities",M,N,Afternoon,"Perth Now, 10/11/2014",2014.0,Oct
Unprovoked,USA,Florida,Board involved activity,M,N,Morning,"WESH2, 10/6/2014",2014.0,Oct
Unprovoked,USA,Florida,Fishing related,F,N,Afternoon,"Click Orlando, 10/7/2014",2014.0,Oct
Unprovoked,USA,Florida,Board involved activity,M,N,Morning,"WESH2, 10/6/2014",2014.0,Oct
Boating,USA,California,"Other random, unclassifiable or silly activities",M,N,Afternoon,"R. Collier, GSAF",2014.0,Oct
Boating,USA,California,"Other random, unclassifiable or silly activities",M,N,Morning,"R. Collier, GSAF",2014.0,Oct
Unprovoked,USA,California,Board involved activity,M,N,Afternoon,"R. Collier, GSAF",2014.0,Oct
Unprovoked,AUSTRALIA,Western Australia,Board involved activity,M,N,Morning,"9News, 2/15/2015",2014.0,Oct
Unprovoked,USA,Florida,Board involved activity,M,N,Morning,"NBC2 News, 9/21/2014",2014.0,Sep
Unprovoked,FRENCH POLYNESIA,Moorea,Fishing related,F,N,,"LeDepeche, 9/12/2014",2014.0,Sep
Invalid,USA,California,Board involved activity,M,,Evening,"R. Collier, GSAF",2014.0,Sep
