Year,Type,Country,Area,Activity,Sex,Time,Investigator or Source,Month,Fatal
1976,Unprovoked,AUSTRALIA,South Australia,Diving activities,M,,"A. Sharpe, p.125",Sep ,N
1976,Sea Disaster,HONG KONG,South China Sea 200 miles from Hong Kong,Consequence of a shipwreck,M,,"Daily Review, 9/21/1976",Sep ,Y
1976,Unprovoked,USA,Florida,Swimming related,M,,"Washington Post, 9/24/1976",Sep ,Y
1976,Unprovoked,USA,Florida,Swimming related,M,,"Washington Post, 9/24/1976",Sep ,Y
1976,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,P. Ferrer,Sep ,N
1976,Unprovoked,USA,North Carolina,Board involved activity,M,,"C. Creswell, GSAF; F. Schwartz, p.23",Aug ,N
1976,Unprovoked,USA,Oregon,Board involved activity,M,Afternoon,"D. Miller & R. Collier; R. Collier, pp.69-70; J. McCosker & R.N. Lea      ",Aug ,N
1976,Unprovoked,USA,Florida,Fishing related,M,Morning,"News-Tribune, 7/27/1976",Jul ,N
1976,Unprovoked,USA,Louisiana,Beach activities,M,,"Amarillo Globe-Times, 7/22/1976",Jul ,N
1976,Unprovoked,USA,Hawaii,Diving activities,M,,"The Argus, 7/19/1976; J. Borg, p.74; L. Taylor (1993), pp.102-103",Jul ,Y
1976,Unprovoked,USA,Florida,Fishing related,M,,"News-Tribune, 7/27/1976",Jul ,N
1976,Unprovoked,USA,Florida,Diving activities,M,Nightime,"Albuquerque Journal, 6/25/1976 ",Jun ,N
1976,Unprovoked,USA,Hawaii,Swimming related,M,,"J. Borg, p.74; L. Taylor (1993), pp.102-103",Jun ,N
1976,Provoked,ITALY,Reggio Calabria Province,Fishing related,M,,"C. Moore, GSAF",Jun ,N
1976,Boat,AUSTRALIA,Queensland,Sitting in bow of her father's 5 m boat,F,,"A. Sharpe, p.103",Jun ,N
1976,Unprovoked,USA,Florida,Standing,M,Afternoon,Winnipeg Free Press. 3/17/1976,Mar ,N
1976,Provoked,SOUTH AFRICA,Western Cape Province,Fishing related,,Morning," T. Wallett, p.30",Jan ,N
1976,Unprovoked,USA,Florida,Fishing related,M,,"Naples Daily News, 1/9/1976",Jan ,N
1976,Unprovoked,NEW ZEALAND,North Island,Fishing related,M,Afternoon,"R.D. Weeks, GSAF; New Zealand Herald, 3/3/2001",Jan ,Y
1976,Unprovoked,USA,Hawaii,Diving activities,M,,"J. Borg, p.74; L. Taylor (1993), pp.104-105",,Y
1975,Unprovoked,USA,California,Fishing related,M,Afternoon,"D. Miller & R. Collier, R. Collier, pp.67-69; J. McCosker & R.N. Lea; NY Times, 12/7/1975, p.30, col.1",Dec ,N
1975,Provoked,AUSTRALIA,New South Wales,Fishing related,M,,"J. Green, p.36",Dec ,N
1975,Unprovoked,AUSTRALIA,New South Wales,Standing,M,,"The Age, 11/20/1975",Nov ,N
1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,Morning,"G. Charter, B. Davis,  NSB",Nov ,N
1975,Unprovoked,USA,Florida,Board involved activity,M,,"NY Times, 11/6/1975, p.8",Nov ,N
1975,Invalid,USA,New Jersey,Board involved activity,M,Morning,"J. Stone; Asbury Park Press, 10/22/1975",Oct ,
1975,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,,"J. Green, p.36",Oct ,N
1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,,"G. Charter, NSB",Sep ,N
1975,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Afternoon,"D. Robertson, M. Levine, GSAF;  J. Wallace, ORI; T. Wallett, p.40",Aug ,N
1975,Unprovoked,USA,Florida,Floating on a small orange raft ,M,Afternoon,"NY Times, 8/17/1975, p.27",Aug ,N
1975,Unprovoked,USA,California,Diving activities,M,Afternoon,"D. Miller & R. Collier, R. Collier, pp.65-67; J. McCosker & R.N. Lea",Aug ,N
1975,Unprovoked,HONG KONG,Mirs Bay ,Swimming related,M,,"Corpus Christi Times, 8/4/1975",Aug ,N
1975,Sea Disaster,USA,Oregon,Sea disaster,F,,"Times, 8/1/1975, Yuma Daily Sun, 8/1/1975 ",Jul ,Y
1975,Unprovoked,AUSTRALIA,Tasmania,Diving activities,M,Afternoon,"Times, 8/1/1975, Yuma Daily Sun, 8/1/1975; C. Black pp. 153-157 ",Jul ,Y
1975,Unprovoked,USA,Florida,Diving activities,M,,"News-Tribune, 7/28/1975",Jul ,N
1975,Unprovoked,AUSTRALIA,Queensland,Board involved activity,M,,"Bucks County Courier Times, 7/28/1975; Sunday Mail (QLD), 1//7/1996,p.4; J. Green, p.36",Jul ,N
1975,Unprovoked,USA,California,Board involved activity,M,Afternoon,"D. Miller & R. Collier; R. Collier, pp.64-65; G. Ambrose, pp.103 & 112      ",Jul ,N
1975,Unprovoked,USA,California,Diving activities,M,Afternoon,R. Collier,Jul ,N
1975,Unprovoked,USA,Florida,Swimming related,F,Morning,"E. Ritter, GSAF",Jul ,N
1975,Provoked,AUSTRALIA,Western Australia,Fishing related,M,,"Washington Post, 7/7/1975",Jul ,N
1975,Unprovoked,USA,Florida,Board involved activity,M,,"NY Times, 7/6/1975, p.5",Jul ,N
1975,Unprovoked,USA,South Carolina,Swimming related,M,Afternoon,"Morning Herald (Uniontown, PA), 7/2/1975",Jun ,N
1975,Unprovoked,USA,South Carolina,Standing,F,Afternoon,"Morning Herald (Uniontown, PA), 6/26/1975",Jun ,N
1975,Unprovoked,USA,Alabama,Swimming related,M,,"The News, 6/16/1975",Jun ,N
1975,Unprovoked,USA,Florida,Board involved activity,M,,"Sarasota Herald Tribune, 6/2/1975",Jun ,N
1975,Unprovoked,USA,Florida,Board involved activity,M,Morning,"Sumter Daily Item, 7/9/1975",May ,N
1975,Unprovoked,USA,Florida,Beach activities,F,,"Pacifc Stars and Stripes, 6/3/1975",May ,N
1975,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,Afternoon,"Cape Times, 4/7/1975",Apr ,N
1975,Unprovoked,USA,Florida,Floating in inner tube,M,,"News Tribune, 5/17/1975",Mar ,N
1975,Provoked,SOUTH AFRICA,Western Cape Province,Consequence of handeling sharks,M,,"M. Levine, GSAF",Mar ,N
1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,Morning,"S. Jooste; B.R. Jones, M. Levine, GSAF; T. Wallett, pp.22-24",Feb ,N
1975,Unprovoked,AUSTRALIA,South Australia,Swimming related,M,Random or not clear time references," A. Sharpe, pp.124-125; Sydney Morning Herald, 2/3/2001 ed.",Feb ,Y
1975,Unprovoked,AUSTRALIA,Victoria,Fishing related,M,,"The Age, 2/11/1975",Feb ,N
1975,Provoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,,"The Argus, 2/3/1975",Feb ,N
1975,Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,,"J. West; Adelaide Advertiser, 1/20/1975; P. Kemp, GSAF",Jan ,Y
1974,Unprovoked,USA,Florida,Standing,M,Afternoon,"Daytona Beach Morning Journal, 11/2/1974",Nov ,N
1974,Unprovoked,USA,California,Board involved activity,M,Morning,"D. Miller & R. Collier, R. Collier, pp.59-62, J.  McCosker & R. N. Lea",Sep ,N
1974,Unprovoked,USA,California,Diving activities,M,Afternoon,"D. Miller & R. Collier, R. Collier, pp.57-59; J. McCosker & R.N. Lea",Sep ,N
1974,Unprovoked,ISRAEL,Red Sea,Swimming related,F,Afternoon,"The Times (London), 9/9/1974, p. 7; J. Randall & M. F. Levy (1976)",Sep ,N
1974,Unprovoked,USA,California,Board involved activity,M,Afternoon,"D. Miller & R. Collier, R. Collier, pp. 56-57; J.  McCosker & R.N. Lea",Sep ,N
1974,Unprovoked,USA,California,Board involved activity,M,Afternoon,"D. Miller & R. Collier, R. Collier, pp. 56-57; J. McCosker & R.N. Lea",Sep ,N
1974,Sea Disaster,AUSTRALIA,Queensland,Fishing related,M,,"J. Green, p.36; A. Sharpe, pp.102-103",Sep ,N
1974,Unprovoked,USA,Oregon,Board involved activity,M,Morning,R. Collier,Sep ,N
1974,Unprovoked,HONG KONG,Mirs Bay ,Swimming related,M,,"Washington Post, 8/24/1974,p.D6",Aug ,N
1974,Unprovoked,HONG KONG,Mirs Bay ,Swimming related,M,,"A. MacCormick, p.157",Aug ,Y
1974,Unprovoked,HONG KONG,Mirs Bay ,Swimming related,M,,"A. MacCormick, p.157",Aug ,N
1974,Unprovoked,HONG KONG,Mirs Bay ,Swimming related,M,,"A. MacCormick, p.157",Aug ,N
1974,Unprovoked,CROATIA, Split-Dalmatia County,,M,Afternoon,A. De Maddalena;      R. Rocconi,Aug ,Y
1974,Unprovoked,USA,California,Board involved activity,M,,R.Collier,Aug ,N
1974,Unprovoked,USA,California,Diving activities,M,,"D. Miller & R. Collier, R. Collier, pp.54-56; J. McCosker & R.N. Lea",Jul ,N
1974,Unprovoked,USA,Georgia,Swimming related,M,,"Rome News Tribune, 7/31/1974",Jul ,Y
1974,Sea Disaster,USA,Florida ,Consequence of a shipwreck,M,,"Wilmington Star, 7/3/1974, p.3A",Jul ,Y
1974,Unprovoked,USA,Florida,Swimming related,F,Morning,"Daytona Beach Morning Journal, 6/21/1974",Jun ,N
1974,Unprovoked,USA,California,Board involved activity,M,Morning,"D. Miller & R. Collier, R. Collier, p.53; J. McCosker & R.N. Lea",May ,N
1974,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,Afternoon,"A. Hartman, M. Levine, GSAF; Cape Argus, 4/26/1974",Apr ,N
1974,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Standing,M,Afternoon,"S. Parkin, M. Levine, GSAF; T. Wallett, p.40",Apr ,N
1974,Unprovoked,USA,Florida,Swimming related,F,,"Chicago Tribune, 4/13/1974",Apr ,N
1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,Afternoon,"A. Baker, M. Levine, GSAF; G. Charter & B. Davis, NSB; T. Wallett, p.21",Apr ,N
1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,Afternoon,"J. Gurr, M. Levine, GSAF; G. Charter, NSB; T. Wallett, p.20",Mar ,N
1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Random or not clear time references,"D. Kendrick, S. Jooste, G. Charter, B. Davis,  M. Levine, GSAF; T. Wallett, pp.18-19 ",Feb ,N
1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Random or not clear time references,"J. Kool, S. Jooste; M. Levine, GSAF",Feb ,N
1974,Boat,SOUTH AFRICA,Western Cape Province,Fishing related,,Nightime,"T. Wallett, pp.35-37",Feb ,N
1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sitting,M,,"Daily News (Durban), 1/29/1974; GSAF",Jan ,N
1974,Unprovoked,AUSTRALIA,South Australia,Diving activities,M,,"H. Hall; A. Sharpe, p.124;",Jan ,Y
1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Morning,"L. Pyper, J. Bass, G. Charter; B. Davis, M. Levine, GSAF; T. Wallett, pp.17-18. ",Jan ,N
1974,Unprovoked,MOZAMBIQUE,Gaza,Swimming related,M,,"Johannesburg Star, 1/8/1974",Jan ,Y
1974,Unprovoked,MOZAMBIQUE,Gaza,Swimming related,M,,"P. Logan, GSAF",Jan ,Y
1974,Unprovoked,AUSTRALIA,Western Australia,Fishing related,M,,G. Tunbridge,,N
1973,Unprovoked,MOZAMBIQUE,Gaza,Fishing related,M,Morning,"J. Bass; M Levine, GSAF",Dec ,N
1973,Unprovoked,MOZAMBIQUE,Gaza,Swimming related,M,Afternoon,Natal Witness Newspaper,Dec ,Y
1973,Unprovoked,PHILIPPINES,Luzon,Swimming related,M,,"Washington Post, 12/19/1973",Dec ,Y
1973,Unprovoked,USA,Hawaii,Swimming related,M,,"J. Borg, p.74; L. Taylor (1993), pp.102-103",Dec ,N
1973,Unprovoked,MEXICO,Guerrero,Swimming related,M,Afternoon,"A.Resciniti, pp.107-108",Dec ,Y
1973,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"Daytona Beach Sunday News-Journal, 11/25/1973",Nov ,N
1973,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,,"Natal Mercury, 10/5/1973",Sep ,Y
1973,Unprovoked,BAHAMAS,Grand Bahama Island,Fishing related,M,Afternoon,"M.Vorenberg, GSAF",Sep ,N
1973,Unprovoked,HONG KONG,Mirs Bay ,Swimming related,M,,"Charleston Daily Mail, 9/10/1973",Sep ,Y
1973,Unprovoked,MEXICO,Baja California,Fishing related,M,Afternoon,"Washington Post, 9/12/1973; J. McCosker & R.N. Lea",Sep ,Y
1973,Unprovoked,AUSTRALIA,Queensland,Board involved activity,M,,"L.A. Times, 8/16/1973, p.B4; R. McKenzie, Sunday Mail, 9/6/1987, p.11; J. Green, p.36",Aug ,N
1973,Unprovoked,USA,Virginia,Crabbing (spearing crabs),M,,"A. MacCormick, p.11, cites New Orleans Times-Picayune, 8/17/1983 ",Aug ,N
1973,Unprovoked,MEXICO,Guerrero,Beach activities,M,Random or not clear time references,"A.Resciniti, p.108",Apr ,Y
1973,Unprovoked,MOZAMBIQUE,Gaza,Fishing related,M,Morning,"M. Levine, GSAF",Mar ,Y
1973,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,Morning,"D. Davies; K. Cole, M. Levine, GSAF",Mar ,N
1973,Provoked,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,,"M. Levine, GSAF",Jan ,N
1973,Unprovoked,USA,Hawaii,Board involved activity,M,,"J. Borg, p.74; L. Taylor (1993), pp.102-103",Jan ,N
1973,Unprovoked,PALAU,Aulong Island,Diving activities,M,,M.P. Warner,,N
1973,Unprovoked,PALAU,Western Caroline Islands,Diving activities,M,," National Geographic, January 1995, p.56-57",,N
1973,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Morning,G. Harmer,,N
1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Treading water,M,Afternoon,"J. Bass & A. Heydorn; Cape Argus, 1/2/1973",Dec ,N
1972,Unprovoked,MOZAMBIQUE,Gaza,Swimming related,M,Afternoon,GSAF,Dec ,N
1972,Unprovoked,MEXICO,Guerrero,Board involved activity,M,Afternoon,"The Gleaner, 1/3/1973; A. Resciniti, p.109",Dec ,Y
1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,M,Morning,"J. Bass, ORI; M. Levine, GSAF",Dec ,N
1972,Unprovoked,AUSTRALIA,Queensland,Fishing related,M,,"R. McKenzie, Sunday Mail, 9/6/1987, p.11",Oct ,N
1972,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,,"The Age, 10/23/1972",Oct ,N
1972,Unprovoked,USA,US Virgin Islands,Diving activities,M,,"H.D. Baldridge, pp.177 & 185",Oct ,Y
1972,Unprovoked,USA,Florida,Board involved activity,M,,"Daytona Beach Morning Journal, 10/18/1972",Oct ,N
1972,Unprovoked,NEW ZEALAND,North Island,Swimming related,M,,"European Stars and Stripes, 10/10/1973 ",Oct ,N
1972,Unprovoked,USA,California,Board involved activity,M,Morning,"D. Miller & R. Collier, R. Collier, pp. 52-53; J. McCosker &  R.N. Lea",Sep ,N
1972,Unprovoked,USA,Florida,Board involved activity,M,Random or not clear time references,"Ocala Star Banner, 8/30/1972",Aug ,N
1972,Unprovoked,USA,Hawaii,Fishing related,M,,"J. Borg, p.74; L. Taylor (1993), pp.102-103",Aug ,N
1972,Unprovoked,AUSTRALIA,Tasmania,Diving activities,M,,"The Age, 8/10/1972; J. Green, p.36; C. Black, pp 151-153",Aug ,N
1972,Unprovoked,USA,Florida,Board involved activity,M,Morning,P. Salick,Jun ,N
1972,Unprovoked,USA,California,Diving activities,M,Afternoon,"D. Miller & R. Collier, R. Collier, pp.48-50; Evening Tribune (San Diego) 7/17/1972; H.D. Baldridge, p.78; J. McCosker & R.N. Lea ",May ,N
1972,Unprovoked,FRENCH POLYNESIA,Tuamotus,Fishing related,M,,"M. Fouques, et.al, pp. 318-319",May ,N
1972,Unprovoked,WESTERN SAMOA,Upolu Island,Swimming related,M,,J. Gregory,Apr ,Y
1972,Unprovoked,MOZAMBIQUE,Gaza,Swimming related,M,Afternoon,Note: The Johannesburg Star initially recorded his name as Richard Wilson Gordon,Apr ,Y
1972,Unprovoked,USA,Hawaii,Fishing related,M,,"J. Borg, p.74; L. Taylor (1993), pp.102-103",Mar ,N
1972,Unprovoked,AUSTRALIA,Victoria,Board involved activity,M,Morning,"Sydney Morning Herald, 2/21/1972 ",Feb ,N
1972,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,,"M. Levine, GSAF",Jan ,Y
1972,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sitting in shallows,F,Random or not clear time references,"J. Bass & G. Hughes; J. Pelser, M. Levine, GSAF",Jan ,N
1972,Unprovoked,MOZAMBIQUE,Gaza,Standing,M,Afternoon,"J. Bass; M. Levine, GSAF",Jan ,N
1972,Unprovoked,MARSHALL ISLANDS,Illeginni Atoll,Diving activities,M,,"G. Ambrose, pp.78-86",,N
1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,F,Afternoon,"C. Teague,  M. Levine, GSAF; A. Heydorn, ORI; T. Wallett, p.40",Dec ,N
1971,Unprovoked,HONG KONG,Mirs Bay ,Swimming related,M,Morning,"The Advocate, 11/25/1971; Post Crescent, 11/28/1971",Nov ,N
1971,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"News Tribune, 10/25/1971 ",Oct ,N
1971,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Random or not clear time references,J. Bass,Oct ,N
1971,Unprovoked,USA,California,Diving activities,M,Afternoon,"D. Miller & R. Collier; R. Collier, p. 48",Oct ,N
1971,Unprovoked,CROATIA,Istria County,Swimming related,M,Morning,"R. Rocconi & C. Moore, GSAF",Sep ,Y
1971,Unprovoked,AUSTRALIA,South Australia,Fishing related,M,,"J. West, Adelaide Advertiser, 9/7/1971, p.10; P. Kemp, GSAF",Sep ,Y
1971,Provoked,AUSTRALIA,New South Wales,Fishing related,M,Afternoon,"Sydney Morning Herald, 8/22/1971",Aug ,N
1971,Unprovoked,USA,Florida,Beach activities,M,Afternoon,"Miami News, 7/27/1971",Jul ,N
1971,Unprovoked,USA,California,Diving activities,M,,"D. Miller & R. Collier, R. Collier, pp.51-52; J. McCosker & R.N. Lea",Jul ,N
1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,Afternoon,"G. Scheltema, M. Levine, GSAF; J. Bass, ORI",Jun ,N
1971,Unprovoked,BRITISH ISLES,South Devon,Diving activities,M,,J. Steel (1989),Jun ,N
1971,Unprovoked,KENYA,Coast Province,Swimming related,M,,M. v. Schoor,Apr ,N
1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,M,Morning,"J. Wallace, ORI; M. Levine, GSAF; T. Wallett, pp.39-40",Apr ,Y
1971,Unprovoked,MEXICO,Guerrero,Board involved activity,M,Morning,"A.Resciniti, p.109",Apr ,Y
1971,Unprovoked,NEW ZEALAND,South Island,Board involved activity,M,Morning,"B. Watkins, R. D. Weeks, GSAF ",Mar ,N
1971,Unprovoked,AUSTRALIA,Tasmania,Swimming related,M,Afternoon,"C. Black, GSAF; H.D. Baldridge (1994) SAF Case #1650",Jan ,N
1971,Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,,The Advertiser (undated),,N
1970,Unprovoked,MOZAMBIQUE,Inhambe Province,Fishing related,M,Afternoon,"GSAF; H.D. Baldridge, p.22",Dec ,Y
1970,Unprovoked,MOZAMBIQUE,Inhambe Province,Fishing related,M,,"GSAF; H.D. Baldridge, p.22",Dec ,Y
1970,Unprovoked,MICRONESIA,Namonuito Atoll,Fishing related,M,Nightime,R.S. Jones,Dec ,N
1970,Sea Disaster,USA,Hawaii,Shipwreck,M,,"The Argus, 12/7/1970, p.2",Dec ,N
1970,Unprovoked,USA,Hawaii,Board involved activity,M,,"J. Borg, p.74; L. Taylor (1993), pp.102-103",Oct ,N
1970,Unprovoked,USA,Florida,Board involved activity,M,,"H. Wessel, Orlando Sentinel, 8/1/2001 ",Oct ,N
1970,Unprovoked,MICRONESIA,Eastern Caroline Islands,Diving activities,M,Morning,R.S. Jones,Sep ,N
1970,Provoked,PALAU,Western Caroline Islands (North Pacific Ocean),Fishing related,M,,"K.R.H. Read; H.D. Baldridge, p.192",Sep ,N
1970,Unprovoked,USA,Florida,Floating on a raft,M,Morning,"St. Petersburg Times, 9/7/1970, p.12B",Sep ,N
1970,Unprovoked,USA,South Carolina,Swimming related,M,,"H.D. Baldridge (1994), SAF Case #1630",Sep ,N
1970,Unprovoked,USA,Florida,Diving activities,M,,SAF Case #1485,Sep ,N
1970,Provoked,USA,Florida,Fishing related,M,,Bridgeport Post 6/22/1970,Jun ,N
1970,Provoked,SOUTH AFRICA,KwaZulu-Natal,Diving activities,M,Afternoon,"D. Davies; A.J. Bass, ORI",Jun ,N
1970,Unprovoked,GRENADA,St. Andrew Parish,Beach activities,M,Afternoon,"E. Pace, FSAF",Jun ,Y
1970,Unprovoked,GRENADA,St. Andrew Parish,Beach activities,M,Afternoon,"E. Pace, FSAF",Jun ,Y
1970,Unprovoked,GRENADA,St. Andrew Parish,Swimming related,M,Afternoon,"E. Pace, FSAF",Apr ,Y
1970,Unprovoked,USA,Florida,Beach activities,M,Afternoon,H.D. Baldridge (1994) SAF Case #1620,Mar ,N
1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming related,M,,"Natal Daily News, 2/4/1970; D. Davies",Jan ,N
1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming related,M,,"Natal Daily News, 2/4/1970; D. Davies",Jan ,N
1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming related,M,,"Natal Daily News, 2/4/1970; D. Davies",Jan ,N
1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming related,M,,"Natal Daily News, 2/4/1970; D. Davies",Jan ,N
1970,Sea Disaster,EGYPT,Red Sea,Air disaster,M,,"The Progress, 1/17/1970",Jan ,Y
1970,Unprovoked,MEXICO,Guerrero,Swimming related,M,,"A. Resciniti, p.110",Jan ,N
1970,Unprovoked,ENGLAND,Devon,Consequence of handeling sharks,M,,"Reading Eagle, 1/9/1970",Jan ,N
1970,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Diving activities,M,,"Brainerd Daily Dispatch, 1/13/1970",Jan ,N
1970,Unprovoked,SRI LANKA,Western Province,Fishing related,M,,R. I. DeSilva.GSAF,,N
1970,Unprovoked,SPAIN,Canary Islands,Fishing related,M,,C. Moore. GSAF,,N
1970,Boat,ITALY,Sardinia,Fishing related,M,,A. De Maddalena; M. Cottiglia (pers. Comm.),,N
1970,Unprovoked,CROATIA,Zadar County,Fishing related,M,,A. De Maddalena; A. Mojetta (pers. Comm.),,
1970,Unprovoked,IRAQ,Basrah,Washing cooking pans,F,Afternoon,B.W. Coad & L.A.J. Al-Hassan,,N
1970,Unprovoked,IRAQ,Basrah,Washing clothes on stairs,F,,B.W. Coad & L.A.J. Al-Hassan,,N
1970,Unprovoked,IRAQ,Basrah,Swimming related,M,Afternoon,B.W. Coad & L.A.J. Al-Hassan,,Y
1970,Unprovoked,IRAQ,Basrah,Fishing related,M,Afternoon,B.W. Coad & L.A.J. Al-Hassan,,N
1969,Unprovoked,AUSTRALIA,Western Australia,Swimming related,M,Afternoon,"Sydney Morning Herald, 12/1/1969 ",Nov ,N
1969,Unprovoked,USA,Hawaii,Diving activities,M,,"H.D. Baldridge, p.185; J. Borg, p.74;  L. Taylor (1993), pp.102-103",Nov ,N
1969,Unprovoked,USA,Hawaii,Diving activities,M,Morning,H.D. Baldridge (1994) SAF Case #1579,Oct ,N
1969,Unprovoked,USA,California,Diving activities,M,Morning,"D. Miller & R. Collier; R. Collier, pp.42-44; H.D. Baldridge, p.78;",Sep ,N
1969,Unprovoked,USA,Florida,Floating on his back,M,Afternoon,"News Tribune, 8/30/1969",Aug ,N
1969,Provoked,USA,Massachusetts,Fishing related,M,,"Portsmouth Herald, 8/23/1969",Aug ,N
1969,Unprovoked,USA,Florida,Board involved activity,M,Morning,"St. Petersburg Times, 8/3/1969; H.D. Baldridge (1994) SAF Case #1570",Aug ,N
1969,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"NYTimes, 8/3/1969",Aug ,N
1969,Provoked,USA,Florida,,M,Afternoon,H.D. Baldridge (1994) SAF Case #1603,Jul ,N
1969,Unprovoked,USA,California,Board involved activity,M,Afternoon,"D. Miller & R. Collier; R. Collier, p. 42",Jul ,N
1969,Unprovoked,USA,Florida,Beach activities,M,Afternoon,H.D.Baldridge (1994) SAF Case #1652,Jun ,
1969,Unprovoked,JAMAICA,Clarendon,Diving activities,M,Morning,"The Gleaner, 6/20/1969",Jun ,N
1969,Unprovoked,USA,Florida,Beach activities,M,Random or not clear time references,H.D.Baldridge (1994) SAF Case #1609,Jun ,N
1969,Provoked,USA,Texas,Board involved activity,M,Random or not clear time references,"Corpus Christi Times, 5/26/1969; H.D.Baldridge (1994) SAF Case #1629",May ,N
1969,Provoked,USA,Florida,Diving activities,M,Morning,H.D.Baldridge (1994) SAF Case #1596,May ,N
1969,Unprovoked,DOMINICAN REPUBLIC,,Board involved activity,M,Afternoon,H.D.Baldridge (1994) SAF Case #1607,May ,
